        Pcore(1)        Pcore(2)        Pcore(3)        Pcore(4)
     83.605907     57.297128     50.720496     50.720496
     83.606072     57.297292      50.72066      50.72066
     83.606238     57.297456     50.720823     50.720823
     83.606404     57.297619     50.720986     50.720986
     83.606569     57.297783     50.721149     50.721149
     83.606735     57.297946     50.721312     50.721312
       83.6069      57.29811     50.721475     50.721475
     83.607065     57.298273     50.721638     50.721638
      83.60723     57.298436       50.7218       50.7218
     83.607395     57.298599     50.721963     50.721963
     83.607559     57.298762     50.722125     50.722125
     83.607724     57.298924     50.722287     50.722287
     83.607888     57.299087     50.722449     50.722449
     83.608053     57.299249     50.722611     50.722611
     83.608217     57.299411     50.722773     50.722773
     83.608381     57.299573     50.722934     50.722934
     83.608545     57.299735     50.723096     50.723096
     83.608708     57.299897     50.723257     50.723257
     83.608872     57.300059     50.723418     50.723418
     83.609035      57.30022     50.723579     50.723579
     83.609199     57.300382      50.72374      50.72374
     83.609362     57.300543     50.723901     50.723901
     83.609525     57.300704     50.724062     50.724062
     83.609688     57.300865     50.724222     50.724222
      83.60985     57.301026     50.724383     50.724383
     83.610013     57.301187     50.724543     50.724543
     83.610175     57.301347     50.724703     50.724703
     83.610338     57.301508     50.724863     50.724863
       83.6105     57.301668     50.725023     50.725023
     83.610662     57.301828     50.725183     50.725183
     83.610824     57.301988     50.725342     50.725342
     83.610986     57.302148     50.725502     50.725502
     83.611147     57.302308     50.725661     50.725661
     83.611309     57.302467      50.72582      50.72582
      83.61147     57.302627     50.725979     50.725979
     83.611631     57.302786     50.726138     50.726138
     83.611793     57.302946     50.726297     50.726297
     83.611954     57.303105     50.726455     50.726455
     83.612114     57.303264     50.726614     50.726614
     83.612275     57.303422     50.726772     50.726772
     83.612436     57.303581     50.726931     50.726931
     83.612596      57.30374     50.727089     50.727089
     83.612756     57.303898     50.727247     50.727247
     83.612917     57.304056     50.727404     50.727404
     83.613077     57.304215     50.727562     50.727562
     83.613237     57.304373      50.72772      50.72772
     83.613396     57.304531     50.727877     50.727877
     83.613556     57.304688     50.728035     50.728035
     83.613715     57.304846     50.728192     50.728192
     83.613875     57.305004     50.728349     50.728349
     83.614034     57.305161     50.728506     50.728506
     83.614193     57.305318     50.728662     50.728662
     83.614352     57.305475     50.728819     50.728819
     83.614511     57.305632     50.728976     50.728976
      83.61467     57.305789     50.729132     50.729132
     83.614828     57.305946     50.729288     50.729288
     83.614987     57.306102     50.729444     50.729444
     83.615145     57.306259       50.7296       50.7296
     83.615303     57.306415     50.729756     50.729756
     83.615461     57.306571     50.729912     50.729912
     83.615619     57.306727     50.730068     50.730068
     83.615777     57.306883     50.730223     50.730223
     83.615934     57.307039     50.730378     50.730378
     83.616092     57.307195     50.730534     50.730534
     83.616249      57.30735     50.730689     50.730689
     83.616406     57.307506     50.730844     50.730844
     83.616564     57.307661     50.730999     50.730999
     83.616721     57.307816     50.731153     50.731153
     83.616877     57.307971     50.731308     50.731308
     83.617034     57.308126     50.731462     50.731462
     83.617191     57.308281     50.731617     50.731617
     83.617347     57.308436     50.731771     50.731771
     83.617503      57.30859     50.731925     50.731925
      83.61766     57.308744     50.732079     50.732079
     83.617816     57.308899     50.732232     50.732232
     83.617972     57.309053     50.732386     50.732386
     83.618127     57.309207      50.73254      50.73254
     83.618283     57.309361     50.732693     50.732693
     83.618439     57.309514     50.732846     50.732846
     83.618594     57.309668     50.732999     50.732999
     83.618749     57.309821     50.733152     50.733152
     83.618904     57.309975     50.733305     50.733305
     83.619059     57.310128     50.733458     50.733458
     83.619214     57.310281     50.733611     50.733611
     83.619369     57.310434     50.733763     50.733763
     83.619524     57.310587     50.733916     50.733916
     83.619678     57.310739     50.734068     50.734068
     83.619832     57.310892      50.73422      50.73422
     83.619987     57.311044     50.734372     50.734372
     83.620141     57.311197     50.734524     50.734524
     83.620295     57.311349     50.734676     50.734676
     83.620449     57.311501     50.734827     50.734827
     83.620602     57.311653     50.734979     50.734979
     83.620756     57.311805      50.73513      50.73513
     83.620909     57.311956     50.735281     50.735281
     83.621063     57.312108     50.735432     50.735432
     83.621216     57.312259     50.735583     50.735583
     83.621369     57.312411     50.735734     50.735734
     83.621522     57.312562     50.735885     50.735885
     83.621675     57.312713     50.736035     50.736035
     83.621827     57.312864     50.736186     50.736186
      83.62198     57.313015     50.736336     50.736336
     83.622132     57.313165     50.736487     50.736487
     83.622285     57.313316     50.736637     50.736637
     83.622437     57.313466     50.736787     50.736787
     83.622589     57.313616     50.736936     50.736936
     83.622741     57.313767     50.737086     50.737086
     83.622893     57.313917     50.737236     50.737236
     83.623044     57.314066     50.737385     50.737385
     83.623196     57.314216     50.737534     50.737534
     83.623347     57.314366     50.737684     50.737684
     83.623498     57.314515     50.737833     50.737833
      83.62365     57.314665     50.737982     50.737982
     83.623801     57.314814     50.738131     50.738131
     83.623951     57.314963     50.738279     50.738279
     83.624102     57.315112     50.738428     50.738428
     83.624253     57.315261     50.738576     50.738576
     83.624403      57.31541     50.738725     50.738725
     83.624554     57.315559     50.738873     50.738873
     83.624704     57.315707     50.739021     50.739021
     83.624854     57.315855     50.739169     50.739169
     83.625004     57.316004     50.739317     50.739317
     83.625154     57.316152     50.739464     50.739464
     83.625304       57.3163     50.739612     50.739612
     83.625453     57.316448      50.73976      50.73976
